era,spearman,numerai_corr,n
0722,0.013362827216687339,-0.009266959952885605,2560
0723,-0.03791586668538273,-0.02844311769490051,2560
0724,-0.02368278614077178,-0.016781108260202994,2560
0725,-0.02484548746419486,-0.02050196822276881,2560
0726,0.024616828493161554,0.01025141461929008,2560
0727,0.021648678623042518,0.0164936916596155,2560
0728,-0.006942169273239599,0.013434192020044661,2560
0729,-0.010464344295860581,-0.014639816948256248,2560
0730,0.0407758599500716,0.047395559596698784,2560
0731,0.013992212014219654,0.0028238516207035325,2560
0732,0.002937626738395409,0.0038188129619121337,2560
0733,0.008649425291299938,0.0009270106164993228,2560
0734,0.009528132322455222,0.0036580480256237116,2560
0735,-0.017688463227931654,-0.017619224193302713,2560
0736,-0.008514332013154945,0.0027014529909277015,2560
0737,-0.023040118750133863,-0.008486222530163188,2560
0738,0.01371119572809554,0.035734920204015475,2560
0739,-5.038778832660304e-05,0.0014828161993997633,2560
0740,-0.002392880356726477,0.0015161959374643047,2560
0741,0.02539898671221988,0.02142464435676288,2560
0742,-0.008617643787320623,-0.010202735619657899,2560
0743,-0.0007273826022674355,0.009900196188500346,2560
0744,-0.006225444798293673,-0.006854956106587457,2560
0745,0.02306620929227591,0.018319513275369643,2560
0746,0.026676972970357763,0.007631290343093958,2560
0747,0.0033007862732656874,-0.004399169794098713,2560
0748,-0.03136100750836343,-0.02719653716536519,2560
0749,0.009236249187741592,0.0269606807958412,2560
0750,0.010590350641852883,0.0015779974465608918,2560
0751,0.021588683549931903,0.01881783023395998,2560
0752,-0.02178352307071097,-0.007836961646528327,2560
0753,-0.030339726573696633,-0.042596299328216375,2560
0754,0.009492966788048984,-0.00011984178902430071,2560
0755,9.72117114462548e-05,0.013976049588057494,2560
0756,-0.0067340168379294955,-0.011534883171150858,2560
0757,-0.022740018689240603,-0.025499242070841387,2560
0758,-0.0005621065864832019,-0.0033661859754582414,2560
0759,0.002908669519504752,0.0015451349682388093,2560
